date,T_mean,GDD_daily,GDD_cumsum,GDD_after_emerge,light_interception,leaf_area_index,lint_yield,seed_cotton_yield,plant_height,main_stem_nodes,leaf_weight,petiole_weight,stem_weight,root_weight,square_weight,boll_weight,plant_weight,number_of_squares,number_of_green_bolls,number_of_open_bolls,swc0-10,swc0-20,swc0-27,internode_length,single_leaf_area,leaf_length,leaf_width,fruit_branch_number,vegetative_branch_number,boll_diameter,leaf_angle,groimp_day,coupling_source,leaf_area_index_raw,leaf_vis_factor,c2k_sla_m2g,c2k_leaf_area_m2,c2k_sla_target,c2k_ks,c2k_kn,c2k_yield_frozen,c2k_source_sink,c2k_dvs,c2k_shed_fraction_diag,c2k_shed_factor,c2k_net_photo,c2k_gross_photo,c2k_dev_stage,c2k_dev_progress,repro_frozen,bridge_active,bridge_alpha,bridge_bl_gross,leaf_floor_active,leaf_floor_added,net_floor_active,net_floor_added,topping_applied,topping_loss_lf,is_topping_day,doy
2022-05-01,18.15,6.15,80.7,6.1,0.04839,0.003815,0.0,0.0,4.9,0.79,3.7,0.64,0.93,1.57,0.0,0.0,6.83,0.0,0.0,0.0,0.279846,0.299923,0.309969,4.9,19.59,4.95,5.66,0.0,0.0,0.0,54.4,1,standalone_RUE,0.076307,0.05,0.020648,0.000191,0.021802,0.905,1.0,True,1.5768,0.0098,0.0,0.0,0.4288,0.5664,seedling,0.0178,False,False,0.0,0.0,False,0.0,False,0.0,False,0.0,False,121.0
2022-05-02,19.5,7.5,88.2,13.6,0.05102,0.052368,0.0,0.0,5.04,0.82,5.5,1.0,2.09,2.19,0.0,0.0,10.79,0.0,0.0,0.0,0.279682,0.299841,0.309936,5.0,27.96,5.91,6.76,0.0,0.0,0.0,54.4,2,standalone_RUE,0.080566,0.65,0.014637,0.002618,0.0218,0.9047,1.0,True,1.5888,0.0217,0.0,0.0,3.9649,5.1024,seedling,0.0396,False,False,0.0,0.0,False,0.0,False,0.0,False,0.0,False,122.0
2022-05-03,21.25,9.25,97.4,22.9,0.075026,0.07799,0.0,0.0,5.21,0.86,7.47,1.39,3.37,2.88,0.0,0.0,15.11,0.0,0.0,0.0,0.32,0.32,0.32,5.0,36.02,6.71,7.67,0.0,0.0,0.0,54.4,3,standalone_RUE,0.119984,0.65,0.016052,0.003899,0.021799,0.9043,1.0,False,1.5801,0.0363,0.0,0.0,4.3199,5.5718,seedling,0.0664,False,False,0.0,0.0,False,0.0,False,0.0,False,0.0,False,123.0
2022-05-04,22.6,10.6,108.0,33.5,0.101373,0.106887,0.0,0.0,5.42,0.92,9.59,1.82,4.73,3.61,0.0,0.0,19.74,0.0,0.0,0.0,0.319655,0.319828,0.319931,5.0,43.5,7.37,8.43,0.0,0.0,0.0,54.3,4,standalone_RUE,0.164442,0.65,0.017156,0.005344,0.022,1.0,1.0,False,1.5702,0.0532,0.0,0.0,4.6272,5.9829,seedling,0.0971,False,False,0.0,0.0,False,0.0,False,0.0,False,0.0,False,124.0
2022-05-05,23.3,11.3,119.3,44.8,0.128091,0.13707,0.0,0.0,5.65,0.98,11.35,2.17,5.87,4.22,0.0,0.0,23.61,0.0,0.0,0.0,0.319206,0.319603,0.319841,5.0,48.33,7.77,8.88,0.0,0.0,0.0,54.3,5,GroIMP_3D+bridge(α=0.89),0.210877,0.65,0.018578,0.006854,0.022,0.9992,1.0,True,1.5579,0.0711,0.0,0.0,3.8705,5.0309,seedling,0.1299,False,True,0.8857,6.3112,False,0.0,False,0.0,False,0.0,False,125.0
2022-05-06,26.8,14.8,134.1,59.6,0.149828,0.162317,0.0,0.0,5.97,1.06,13.49,2.6,7.25,4.96,0.0,0.0,28.29,0.0,0.0,0.0,0.318663,0.319332,0.319733,5.0,52.84,8.13,9.29,0.0,0.0,0.0,54.2,6,GroIMP_3D+bridge(α=0.86),0.249718,0.65,0.018518,0.008116,0.022,0.9982,1.0,True,1.5442,0.0946,0.0,0.0,4.6796,6.1038,seedling,0.1728,False,True,0.8571,7.9123,False,0.0,False,0.0,False,0.0,False,126.0
2022-05-07,26.8,14.8,148.9,74.4,0.175387,0.192841,0.0,0.0,6.3,1.15,15.62,3.02,8.63,5.7,0.0,0.0,32.97,0.0,0.0,0.0,0.318006,0.319003,0.319601,5.0,56.36,8.39,9.59,0.0,0.0,0.0,54.1,7,GroIMP_3D+bridge(α=0.83),0.296679,0.65,0.018992,0.009642,0.022,0.997,1.0,True,1.5307,0.1181,0.0,0.0,4.6822,6.1273,seedling,0.2157,False,True,0.8286,8.2166,False,0.0,False,0.0,False,0.0,False,127.0
2022-05-08,24.3,12.3,161.2,86.7,0.200191,0.223382,0.0,0.0,6.59,1.24,17.64,3.43,9.94,6.4,0.0,0.0,37.41,0.0,0.0,0.0,0.317466,0.318733,0.319493,5.0,59.45,8.62,9.85,0.0,0.0,0.0,54.1,8,GroIMP_3D+bridge(α=0.80),0.343665,0.65,0.019478,0.011169,0.022,0.9955,1.0,True,1.5208,0.1376,0.0,0.0,4.4333,5.8052,seedling,0.2513,False,True,0.8,8.0628,False,0.0,False,0.0,False,0.0,False,128.0
2022-05-09,24.55,12.55,173.8,99.2,0.222988,0.2523,0.0,0.0,6.89,1.33,19.77,3.85,11.31,7.13,0.0,0.0,42.07,0.0,0.0,0.0,0.316578,0.318289,0.319316,5.0,62.15,8.81,10.07,0.0,0.0,0.0,54.0,9,GroIMP_3D+bridge(α=0.77),0.388154,0.65,0.019634,0.012615,0.022,0.9943,1.0,True,1.5099,0.1575,0.0,0.0,4.6604,6.1148,seedling,0.2877,False,True,0.7714,8.8074,False,0.0,False,0.0,False,0.0,False,129.0
2022-05-10,27.0,15.0,188.8,114.2,0.246253,0.282699,0.0,0.0,7.28,1.44,22.16,4.33,12.86,7.96,0.0,0.0,47.3,0.0,0.0,0.0,0.315564,0.317782,0.319113,5.0,64.17,8.96,10.24,0.0,0.0,0.0,53.9,10,GroIMP_3D+bridge(α=0.74),0.434921,0.65,0.019628,0.014135,0.022,0.9923,1.0,True,1.4957,0.1813,0.0,0.0,5.2376,6.9012,seedling,0.3312,False,True,0.7429,10.3223,False,0.0,False,0.0,False,0.0,False,130.0
2022-05-11,27.35,15.35,204.1,129.6,0.271569,0.316863,0.0,0.0,7.69,1.56,24.57,4.81,14.42,8.79,0.0,0.0,52.6,0.0,0.0,0.0,0.314406,0.317203,0.318881,4.92,65.46,9.05,10.34,0.0,0.0,0.0,53.8,11,GroIMP_3D+bridge(α=0.71),0.487481,0.65,0.019838,0.015843,0.022,0.99,1.0,True,1.4816,0.2057,0.0,0.0,5.2931,7.0002,seedling,0.3757,False,True,0.7143,10.7695,True,0.0769,False,0.0,False,0.0,False,131.0
2022-05-12,28.1,16.1,220.2,145.7,0.29629,0.351388,0.0,0.0,8.14,1.71,26.44,5.19,15.63,9.44,0.0,0.0,56.7,0.0,0.0,0.0,0.313096,0.316548,0.318619,4.77,64.58,8.98,10.27,0.0,0.0,0.0,53.7,12,GroIMP_3D+bridge(α=0.69),0.540598,0.65,0.020448,0.017569,0.022,0.9874,1.0,True,1.4596,0.2313,0.0,0.0,4.1012,5.5086,seedling,0.4223,False,True,0.6857,8.4747,True,0.2785,False,0.0,False,0.0,False,132.0
2022-05-13,21.05,9.05,229.2,154.8,0.313633,0.376343,0.0,0.0,8.41,1.79,27.81,5.46,16.53,9.92,0.0,0.0,59.72,0.0,0.0,0.0,0.311679,0.315839,0.318336,4.7,64.72,8.99,10.28,0.0,0.0,0.0,53.7,13,GroIMP_3D+bridge(α=0.66),0.578989,0.65,0.02082,0.018817,0.0219,0.9845,1.0,True,1.4556,0.2456,0.0,0.0,3.0232,4.0415,seedling,0.4486,False,True,0.6571,6.2177,True,0.3642,False,0.0,False,0.0,False,133.0
2022-05-14,20.1,8.1,237.3,162.8,0.32568,0.39405,0.0,0.0,8.65,1.87,29.42,5.78,17.6,10.49,0.0,0.0,63.29,0.0,0.0,0.0,0.31018,0.31509,0.318036,4.63,65.59,9.05,10.35,0.0,0.0,0.0,53.6,14,GroIMP_3D+bridge(α=0.63),0.606231,0.65,0.020604,0.019703,0.0218,0.9813,1.0,True,1.4537,0.2585,0.0,0.0,3.5696,4.7396,seedling,0.472,False,True,0.6286,7.2917,True,0.6146,False,0.0,False,0.0,False,134.0
2022-05-15,21.65,9.65,247.0,172.5,0.339664,0.415006,0.0,0.0,8.95,1.97,31.31,6.16,18.85,11.16,0.0,0.0,67.48,0.0,0.0,0.0,0.308584,0.314292,0.317717,4.55,66.33,9.11,10.41,0.0,0.0,0.0,53.5,15,GroIMP_3D+bridge(α=0.60),0.63847,0.65,0.02039,0.02075,0.0217,0.9779,1.0,True,1.4463,0.2738,0.0,0.0,4.1931,5.5682,seedling,0.5,False,True,0.6,8.5664,True,0.9423,False,0.0,False,0.0,False,135.0
2022-05-16,20.1,8.1,255.1,180.6,0.355725,0.43963,0.0,0.0,9.21,2.05,32.76,6.45,19.82,11.67,0.0,0.0,70.7,0.0,0.0,0.0,0.306877,0.313439,0.317375,4.49,66.51,9.12,10.42,0.0,0.0,0.0,53.5,16,GroIMP_3D+bridge(α=0.57),0.676353,0.65,0.020648,0.021981,0.0216,0.9743,1.0,True,1.4348,0.2867,0.0,0.0,3.2118,4.3018,seedling,0.5235,False,True,0.5714,6.6181,True,0.8982,False,0.0,False,0.0,False,136.0
2022-05-17,20.4,8.4,263.5,189.0,0.367304,0.457766,0.0,0.0,9.49,2.14,34.6,6.82,21.07,12.32,0.0,0.0,74.8,0.0,0.0,0.0,0.305083,0.312541,0.317017,4.42,67.23,9.17,10.48,0.0,0.0,0.0,53.4,17,GroIMP_3D+bridge(α=0.54),0.704255,0.65,0.020357,0.022888,0.0215,0.9705,1.0,True,1.4327,0.3,0.0,0.0,4.106,5.4608,seedling,0.5478,False,True,0.5429,8.4013,True,1.3562,False,0.0,False,0.0,False,137.0
2022-05-18,24.95,12.95,276.4,201.9,0.381974,0.484187,0.0,0.0,9.92,2.29,37.05,7.31,22.74,13.2,0.0,0.0,80.3,0.0,0.0,0.0,0.303169,0.311584,0.316634,4.33,67.34,9.17,10.49,0.0,0.0,0.0,53.3,18,GroIMP_3D+bridge(α=0.51),0.740347,0.654,0.019983,0.024209,0.0214,0.9664,1.0,True,1.4211,0.3206,0.0,0.0,5.494,7.3288,seedling,0.5854,False,True,0.5143,11.2751,True,2.1101,False,0.0,False,0.0,False,138.0
2022-05-19,23.75,11.75,288.2,213.7,0.401275,0.519266,0.0,0.0,10.33,2.43,39.46,7.79,24.39,14.07,0.0,0.0,85.71,0.0,0.0,0.0,0.301102,0.310551,0.31622,4.25,67.54,9.19,10.5,0.0,0.0,0.0,53.2,19,GroIMP_3D+bridge(α=0.49),0.789158,0.658,0.019999,0.025963,0.0213,0.9621,1.0,True,1.4121,0.3392,0.0,0.0,5.4142,7.2226,seedling,0.6194,False,True,0.4857,11.1117,True,2.3652,False,0.0,False,0.0,False,139.0
2022-05-20,24.7,12.7,300.9,226.4,0.419443,0.553806,0.0,0.0,10.8,2.6,41.75,8.25,25.98,14.89,0.0,0.0,90.87,0.0,0.0,0.0,0.298879,0.30944,0.315776,4.16,67.02,9.15,10.46,0.0,0.0,0.0,53.1,20,GroIMP_3D+bridge(α=0.46),0.836564,0.662,0.020036,0.02769,0.0212,0.9575,1.0,True,1.3979,0.3594,0.0,0.0,5.1639,6.9409,seedling,0.6562,False,True,0.4571,10.6782,True,2.5475,False,0.0,False,0.0,False,140.0
2022-05-21,25.3,13.3,314.2,239.7,0.435966,0.586737,0.0,0.0,11.3,2.77,43.99,8.7,27.54,15.71,0.0,0.0,95.93,0.0,0.0,0.0,0.296505,0.308253,0.315301,4.07,66.07,9.09,10.39,0.0,0.0,0.0,52.9,21,GroIMP_3D+bridge(α=0.43),0.880987,0.666,0.020027,0.029337,0.0211,0.9525,1.0,True,1.3843,0.3805,0.0,0.0,5.0543,6.8338,seedling,0.6948,False,True,0.4286,10.5135,True,2.7786,False,0.0,False,0.0,False,141.0
2022-05-22,26.7,14.7,328.9,254.4,0.451252,0.61858,0.0,0.0,11.88,2.98,46.48,9.2,29.29,16.61,0.0,0.0,101.58,0.0,0.0,0.0,0.293978,0.306989,0.314796,3.98,64.94,9.01,10.3,0.0,0.0,0.0,52.8,22,GroIMP_3D+bridge(α=0.40),0.923254,0.67,0.019862,0.030929,0.020988,0.9471,1.0,True,1.372,0.4038,0.0,0.0,5.6535,7.6594,seedling,0.7374,False,True,0.4,11.7837,True,3.4173,False,0.0,False,0.0,False,142.0
2022-05-23,26.35,14.35,343.2,268.8,0.466934,0.645701,0.0,0.0,12.46,3.2,48.54,9.61,30.75,17.37,0.0,0.0,106.27,0.0,0.0,0.0,0.32,0.32,0.32,3.9,63.27,8.89,10.16,0.0,0.0,0.0,52.6,23,GroIMP_3D+bridge(α=0.37),0.96786,0.6671,0.019938,0.032285,0.020821,0.9415,1.0,True,1.3537,0.4266,0.0,0.0,4.6865,6.4331,seedling,0.779,False,True,0.3714,9.8971,True,3.1247,False,0.0,False,0.0,False,143.0
2022-05-24,27.2,15.2,358.4,283.9,0.479841,0.667985,0.0,0.0,13.11,3.44,50.25,9.95,31.96,18.0,0.0,0.0,110.15,0.0,0.0,0.0,0.317161,0.318581,0.319432,3.82,60.92,8.73,9.97,0.0,0.1,0.0,52.4,24,GroIMP_3D+bridge(α=0.34),1.005569,0.6643,0.020012,0.033399,0.020714,1.0,1.0,True,1.3299,0.4507,0.0,0.0,3.8849,5.4516,seedling,0.823,False,True,0.3429,8.3871,True,2.1603,False,0.0,False,0.0,False,144.0
2022-05-25,28.45,16.45,374.9,300.4,0.489255,0.683697,0.0,0.0,13.84,3.71,52.91,10.48,33.87,18.98,0.0,0.0,116.25,0.0,0.0,0.0,0.314194,0.317097,0.318839,3.73,59.42,8.62,9.85,0.0,0.1,0.0,52.2,25,GroIMP_3D+bridge(α=0.31),1.033668,0.6614,0.019535,0.034185,0.020571,0.9936,1.0,True,1.3313,0.4768,0.0,0.0,6.0993,8.3517,seedling,0.8707,False,True,0.3143,12.8488,True,4.7173,False,0.0,False,0.0,False,145.0
2022-05-26,27.55,15.55,390.4,315.9,0.504708,0.711874,0.0,0.0,14.56,3.98,56.37,11.17,36.38,20.27,0.0,0.0,124.2,0.0,0.0,0.0,0.311042,0.315521,0.318208,3.66,58.97,8.59,9.81,0.0,0.1,0.0,52.0,26,GroIMP_3D+bridge(α=0.29),1.080936,0.6586,0.019174,0.035594,0.020429,0.9869,1.0,True,1.3282,0.5015,0.0,0.0,7.9467,10.7152,seedling,0.9158,False,True,0.2857,16.4849,True,6.4762,False,0.0,False,0.0,False,146.0
2022-05-27,26.1,14.1,404.6,330.1,0.524475,0.74987,0.0,0.0,15.24,4.24,59.68,11.84,38.79,21.5,0.0,0.0,131.8,0.0,0.0,0.0,0.307661,0.31383,0.317532,3.59,58.62,8.56,9.78,0.0,0.2,0.0,51.8,27,GroIMP_3D+bridge(α=0.26),1.143593,0.6557,0.019163,0.037493,0.020286,0.9798,1.0,True,1.3173,0.5239,0.0,0.0,7.604,10.2573,seedling,0.9567,False,True,0.2571,15.7805,True,6.1637,False,0.0,False,0.0,False,147.0
2022-05-28,24.65,12.65,417.2,342.7,0.5422,0.784758,0.0,0.0,15.87,4.48,62.81,12.46,41.09,22.68,0.0,0.0,139.05,0.0,0.0,0.0,0.304063,0.312031,0.316813,3.54,58.39,8.54,9.76,0.0,0.2,0.0,51.6,28,GroIMP_3D+bridge(α=0.23),1.202037,0.6529,0.019137,0.039238,0.020143,0.9722,1.0,True,1.3076,0.544,0.0,0.0,7.2445,9.7755,seedling,0.9933,False,True,0.2286,15.0393,True,5.6631,False,0.0,False,0.0,False,148.0
2022-05-29,25.35,13.35,430.6,356.1,0.558041,0.816538,0.0,0.0,16.56,4.75,64.82,12.86,42.58,23.44,0.22,0.0,143.92,0.1167,0.0,0.0,0.297154,0.308577,0.315431,3.49,56.92,8.43,9.64,0.0,0.3,0.0,51.4,29,GroIMP_3D+bridge(α=0.20),1.256212,0.65,0.019381,0.040827,0.02,0.9641,1.0,True,1.2718,0.5652,0.0,0.0,4.8709,6.7843,squaring,0.0388,False,True,0.2,10.4374,True,3.1176,False,0.0,False,0.0,False,149.0
2022-05-30,25.65,13.65,444.2,369.7,0.566409,0.853652,0.0,0.0,17.28,5.02,66.53,13.21,43.86,24.09,0.42,0.0,148.11,0.3667,0.0,0.0,0.290083,0.305041,0.314017,3.44,55.19,8.31,9.49,0.0,0.3,0.0,51.2,30,GroIMP_3D+bridge(α=0.17),1.28562,0.664,0.019324,0.042683,0.019834,0.9486,1.0,True,1.2419,0.5868,0.0,0.0,4.1864,5.9372,squaring,0.0867,False,True,0.1714,9.1342,True,1.4238,False,0.0,False,0.0,False,150.0
2022-05-31,26.15,14.15,458.3,383.8,0.571774,0.884637,0.0,0.0,18.06,5.32,69.46,13.79,46.06,25.21,0.8,0.0,155.32,0.7405,0.0,0.0,0.282906,0.301453,0.312581,3.39,54.4,8.25,9.42,0.0,0.3,0.0,51.0,31,GroIMP_3D+bridge(α=0.14),1.304775,0.678,0.018785,0.044232,0.019612,0.9327,1.0,True,1.2399,0.6093,0.0,0.0,7.2123,9.8538,squaring,0.1363,False,True,0.1429,15.1598,True,5.3741,False,0.0,False,0.0,False,151.0
2022-06-01,22.85,10.85,469.2,394.7,0.583298,0.931946,0.0,0.0,18.67,5.55,72.06,14.31,48.04,26.21,1.16,0.0,161.78,1.1905,0.0,0.0,0.275499,0.29775,0.3111,3.36,54.07,8.22,9.4,0.0,0.4,0.0,50.8,32,GroIMP_3D+bridge(α=0.11),1.346743,0.692,0.018688,0.046597,0.019389,0.9165,1.0,True,1.2257,0.6265,0.0,0.0,6.4637,8.7934,squaring,0.1744,False,True,0.1143,13.5283,True,3.2248,False,0.0,False,0.0,False,152.0
2022-06-02,22.3,10.3,479.5,405.0,0.592522,0.975115,0.0,0.0,19.26,5.78,74.56,14.81,49.95,27.17,1.52,0.0,168.01,1.701,0.0,0.0,0.267903,0.293951,0.309581,3.33,53.75,8.2,9.37,0.0,0.4,0.0,50.7,33,GroIMP_3D+bridge(α=0.09),1.381183,0.706,0.018525,0.048756,0.019166,0.8999,1.0,True,1.2088,0.6429,0.0,0.0,6.2266,8.4907,squaring,0.2105,False,True,0.0857,13.0627,True,3.5439,False,0.0,False,0.0,False,153.0
2022-06-03,24.15,12.15,491.6,417.1,0.600681,1.016855,0.0,0.0,19.98,6.05,77.41,15.38,52.15,28.27,1.97,0.0,175.18,2.278,0.0,0.0,0.32,0.32,0.32,3.3,53.3,8.16,9.33,0.3,0.5,0.0,50.5,34,GroIMP_3D+bridge(α=0.06),1.412298,0.72,0.018243,0.050843,0.018942,0.8828,1.0,True,1.1896,0.6621,0.0,0.0,7.1743,9.7973,squaring,0.2532,False,True,0.0571,15.0728,True,4.9642,False,0.0,False,0.0,False,154.0
2022-06-04,25.05,13.05,504.7,430.2,0.617527,1.070937,0.0,0.0,20.76,6.35,80.14,15.93,54.26,29.33,2.42,0.0,182.08,2.9149,0.0,0.0,0.311868,0.315934,0.318374,3.27,52.59,8.11,9.27,0.5,0.5,0.0,50.2,35,GroIMP_3D+bridge(α=0.03),1.478611,0.7243,0.018451,0.053547,0.0191,1.0,1.0,True,1.1651,0.6829,0.0,0.0,6.8959,9.5061,squaring,0.2989,False,True,0.0286,14.6248,True,3.7624,False,0.0,False,0.0,False,155.0
2022-06-05,21.35,9.35,514.0,439.6,0.628314,1.10934,0.0,0.0,21.34,6.56,82.46,16.39,56.08,30.24,2.82,0.0,188.0,3.5702,0.0,0.0,0.303493,0.311747,0.316699,3.25,52.34,8.09,9.24,0.8,0.5,0.0,50.1,36,GroIMP_3D+bridge(α=0.00),1.522624,0.7286,0.018464,0.055467,0.019,0.9817,1.0,True,1.1629,0.6977,0.0,0.0,5.9221,7.9665,squaring,0.3318,False,True,0.0,12.2561,True,1.0043,False,0.0,False,0.0,False,156.0
2022-06-06,21.95,9.95,524.0,449.5,0.636892,1.142192,0.0,0.0,21.97,6.8,84.33,16.77,57.56,30.98,3.16,0.02,192.8,4.2405,0.0,0.0,0.294921,0.307461,0.314984,3.23,51.69,8.04,9.19,1.0,0.6,0.0,49.9,37,GroIMP_3D,1.558547,0.7329,0.018483,0.05711,0.0189,0.9629,1.0,True,1.1279,0.7135,0.0,0.0,4.8031,6.7336,squaring,0.3667,False,False,0.0,12.2561,True,1.4369,True,0.3356,False,0.0,False,157.0
2022-06-07,23.4,11.4,535.4,460.9,0.642683,1.167104,0.0,0.0,22.7,7.07,86.89,17.28,59.61,32.0,3.66,0.06,199.49,4.925,0.0,0.0,0.286213,0.303107,0.313243,3.21,51.24,8.0,9.15,1.3,0.6,0.0,49.7,38,GroIMP_3D,1.58328,0.7371,0.018222,0.058355,0.018776,0.9436,1.0,True,1.1183,0.7316,0.0,0.0,6.688,9.2271,squaring,0.4067,False,False,0.0,12.2561,True,4.1055,True,2.4512,False,0.0,False,158.0
2022-06-08,23.25,11.25,546.6,472.1,0.650275,1.198386,0.0,0.0,23.44,7.33,89.61,17.82,61.83,33.1,4.21,0.12,206.71,5.6118,0.0,0.0,0.277323,0.298662,0.311465,3.2,50.92,7.98,9.12,1.5,0.6,0.0,49.5,39,GroIMP_3D,1.61632,0.7414,0.018036,0.059919,0.018603,0.924,1.0,True,1.1029,0.7494,0.0,0.0,7.2165,9.9204,squaring,0.4461,False,False,0.0,12.2561,True,2.8675,True,1.1735,False,0.0,False,159.0
2022-06-09,24.3,12.3,558.9,484.4,0.65818,1.231542,0.0,0.0,24.26,7.63,92.47,18.39,64.18,34.27,4.34,0.22,213.87,6.2938,0.0,0.0,0.26824,0.29412,0.309648,3.18,50.52,7.95,9.08,1.8,0.7,0.0,49.3,40,GroIMP_3D,1.651493,0.7457,0.01786,0.061577,0.018429,0.904,1.0,True,1.0827,0.769,0.0,0.0,7.647,10.5487,squaring,0.4893,False,False,0.0,12.2561,True,3.0766,True,1.2076,False,0.0,False,160.0
2022-06-10,27.25,15.25,574.2,499.7,0.666179,1.265944,0.0,0.0,25.3,7.99,95.6,19.02,66.79,35.55,4.56,0.35,221.88,6.9648,0.0,0.0,0.258957,0.289478,0.307791,3.17,49.84,7.89,9.02,2.2,0.7,0.0,49.0,41,GroIMP_3D,1.687925,0.75,0.017656,0.063297,0.018254,0.8835,1.0,True,1.0553,0.7932,0.0,0.0,8.5097,11.8546,squaring,0.5428,False,False,0.0,12.2561,True,4.1187,True,1.9227,False,0.0,False,161.0
2022-06-11,26.6,14.6,588.8,514.3,0.675392,1.300709,0.0,0.0,26.32,8.34,98.88,19.68,69.57,36.92,4.91,0.52,230.47,7.6039,0.0,0.0,0.249436,0.284718,0.305887,3.15,49.38,7.86,8.98,2.5,0.8,0.0,48.7,42,GroIMP_3D,1.730981,0.7514,0.017506,0.065035,0.018107,0.8627,1.0,True,1.0536,0.8163,0.0,0.0,9.0368,12.0235,squaring,0.594,False,False,0.0,12.2561,True,1.5257,False,0.0,False,0.0,False,162.0
